step,time_s,nav_mode,raw_ps0,raw_ps7,raw_ps1,raw_ps6,raw_ps2,raw_ps5,dist_raw_front_R,dist_raw_front_L,dist_raw_front_avg,dist_filtered_front_R,dist_filtered_front_L,dist_filtered_avg,dist_diag_R,dist_diag_L,dist_lat_R,dist_lat_L,encoder_left,encoder_right,delta_left,delta_right,delta_advance,kalman_prediction,kalman_estimate,kalman_gain,kalman_P,decision_distance,action,vel_left,vel_right
11,0.704,filtered,68.16,73.45,66.61,67.11,60.34,67.0,0.059469,0.057652,0.058561,0.071231,0.070979,0.071105,0.060021,0.05984,0.12,0.059882,2.0284,2.1101,0.17584,0.17584,0.003605,0.068783,0.069615,0.358278,0.00017914,0.071105,FORWARD_CURVE_R,2.8,2.8
12,0.768,filtered,66.62,68.49,68.68,67.58,62.18,72.36,0.060017,0.059351,0.059684,0.07155,0.071257,0.071404,0.059284,0.059674,0.12,0.058019,2.2043,2.2859,0.17584,0.17584,0.003605,0.066011,0.067943,0.358266,0.00017913,0.071404,FORWARD_CURVE_R,2.79,2.79
13,0.832,filtered,69.81,69.76,65.17,70.73,66.02,70.97,0.05889,0.058906,0.058898,0.071573,0.071189,0.071381,0.060545,0.058571,0.060232,0.058491,2.3864,2.468,0.18212,0.18212,0.003733,0.064209,0.066779,0.358261,0.00017913,0.071381,FORWARD_CURVE_R,2.77,2.81
14,0.896,filtered,67.51,65.36,67.67,71.32,69.3,68.28,0.059698,0.060474,0.060086,0.059513,0.059284,0.059398,0.05964,0.05837,0.059068,0.059423,2.5622,2.6439,0.17584,0.17584,0.003605,0.063174,0.061821,0.358259,0.00017913,0.059398,TURN_RIGHT,1.8,-1.8
15,0.96,filtered,72.06,63.58,73.66,67.63,67.12,62.73,0.058121,0.12,0.08906,0.059239,0.071276,0.065258,0.057585,0.059656,0.059836,0.12,2.6753,2.5308,0.11304,-0.11304,0.0,0.061821,0.063052,0.358258,0.00017913,0.065258,TURN_RIGHT,1.8,-1.8
16,1.024,filtered,61.21,67.35,66.11,70.84,69.33,69.81,0.12,0.059756,0.089878,0.071345,0.071697,0.071521,0.060202,0.058535,0.059055,0.058889,2.7946,2.4178,0.11932,-0.11304,6.4e-05,0.062988,0.066045,0.358258,0.00017913,0.071521,TURN_RIGHT,1.8,-1.8
17,1.088,filtered,62.1,67.01,67.03,67.9,63.98,69.31,0.12,0.059878,0.089939,0.083342,0.071803,0.077572,0.05987,0.059558,0.12,0.059064,2.9076,2.2985,0.11304,-0.11932,-6.4e-05,0.066109,0.070216,0.358258,0.00017913,0.077572,TURN_RIGHT,1.8,-1.8
18,1.152,filtered,67.69,64.66,68.85,66.11,67.94,66.03,0.059635,0.12,0.089818,0.083491,0.084022,0.083756,0.059226,0.060202,0.059547,0.06023,3.0207,2.1854,0.11304,-0.11304,0.0,0.070216,0.075067,0.358258,0.00017913,0.083756,TURN_RIGHT,1.8,-1.8
19,1.216,filtered,63.68,70.42,66.65,66.86,65.77,69.96,0.12,0.058679,0.08934,0.095551,0.083663,0.089607,0.060005,0.059931,0.060324,0.058838,3.14,2.0724,0.11932,-0.11304,6.4e-05,0.075003,0.080235,0.358258,0.00017913,0.089607,TURN_RIGHT,1.8,-1.8
20,1.28,filtered,67.99,65.16,72.49,64.4,62.88,57.99,0.059529,0.060548,0.060038,0.095833,0.071772,0.083803,0.057974,0.12,0.12,0.12,3.253,1.9531,0.11304,-0.11932,-6.4e-05,0.080299,0.081554,0.358258,0.00017913,0.083803,TURN_RIGHT,1.8,-1.8
21,1.344,filtered,67.52,68.81,63.62,65.9,68.0,66.48,0.059694,0.05924,0.059467,0.083772,0.071669,0.07772,0.12,0.060277,0.059523,0.060067,3.3661,1.84,0.11304,-0.11304,0.0,0.081554,0.080181,0.358258,0.00017913,0.07772,TURN_RIGHT,1.8,-1.8
22,1.408,filtered,63.59,71.37,70.76,66.86,62.48,70.07,0.12,0.058353,0.089176,0.083772,0.071364,0.077568,0.05856,0.059932,0.12,0.058798,3.4791,1.727,0.11304,-0.11304,0.0,0.080181,0.079245,0.358258,0.00017913,0.077568,TURN_RIGHT,1.8,-1.8
23,1.472,filtered,70.3,59.78,68.11,63.19,72.25,63.79,0.058719,0.12,0.089359,0.083588,0.071364,0.077476,0.059485,0.12,0.058057,0.12,3.5984,1.6077,0.11932,-0.11932,0.0,0.079245,0.078611,0.358258,0.00017913,0.077476,FORWARD_CURVE_L,4.0,2.79
24,1.536,filtered,61.14,67.01,71.63,71.64,66.47,64.54,0.12,0.059878,0.089939,0.083588,0.071604,0.077596,0.058266,0.058261,0.060072,0.12,3.8496,1.7898,0.2512,0.18212,0.004442,0.074169,0.075397,0.358258,0.00017913,0.077596,FORWARD_CURVE_R,2.77,2.77
25,1.6,filtered,61.6,71.0,66.83,67.28,70.12,69.85,0.12,0.058479,0.08924,0.095683,0.07119,0.083436,0.059941,0.05978,0.058784,0.058876,4.0255,1.9656,0.17584,0.17584,0.003605,0.071792,0.075964,0.358258,0.00017913,0.083436,FORWARD_CURVE_R,2.8,2.8
26,1.664,filtered,71.0,64.19,66.98,64.52,69.05,68.79,0.058479,0.12,0.089239,0.09544,0.083342,0.089391,0.059889,0.12,0.059154,0.059247,4.2076,2.1415,0.18212,0.17584,0.003669,0.072295,0.07842,0.358258,0.00017913,0.089391,FORWARD_CURVE_L,4.0,2.8
27,1.728,filtered,66.05,61.03,69.52,68.43,64.08,64.0,0.060223,0.12,0.090112,0.083484,0.095671,0.089578,0.05899,0.05937,0.12,0.12,4.4588,2.3236,0.2512,0.18212,0.004442,0.073978,0.079567,0.358258,0.00017913,0.089578,FORWARD_CURVE_R,2.79,2.78
28,1.792,filtered,68.19,77.66,62.74,72.37,64.71,69.33,0.059455,0.056287,0.057871,0.083631,0.082929,0.08328,0.12,0.058016,0.12,0.059056,4.6409,2.4994,0.18212,0.17584,0.003669,0.075898,0.078542,0.358258,0.00017913,0.08328,FORWARD_CURVE_R,2.76,4.0
29,1.856,filtered,67.39,71.83,69.15,72.14,68.03,75.06,0.059741,0.058197,0.058969,0.07158,0.082593,0.077086,0.059121,0.058091,0.059513,0.057123,4.8168,2.7506,0.17584,0.2512,0.004377,0.074165,0.075212,0.358258,0.00017913,0.077086,FORWARD_CURVE_R,2.76,2.78
30,1.92,filtered,70.06,67.69,68.46,67.63,68.11,65.85,0.058803,0.059635,0.059219,0.05934,0.082824,0.071082,0.059361,0.059654,0.059486,0.060296,4.9926,2.9328,0.17584,0.18212,0.003669,0.071543,0.071378,0.358258,0.00017913,0.071082,FORWARD_CURVE_R,2.79,2.79
31,1.984,filtered,68.27,71.62,63.98,65.41,64.98,60.44,0.05943,0.058268,0.058849,0.05953,0.070478,0.065004,0.12,0.060456,0.12,0.12,5.1684,3.1086,0.17584,0.17584,0.003605,0.067773,0.066781,0.358258,0.00017913,0.065004,FORWARD_CURVE_R,2.81,4.0
32,2.048,filtered,61.08,62.7,64.82,71.23,68.83,70.53,0.12,0.12,0.12,0.071486,0.070478,0.070982,0.12,0.0584,0.05923,0.05864,5.3506,3.3661,0.18212,0.25748,0.004506,0.062275,0.065394,0.358258,0.00017913,0.070982,FORWARD_CURVE_R,2.77,4.0
33,2.112,filtered,67.84,70.9,64.96,67.49,66.54,65.15,0.05958,0.058515,0.059047,0.071511,0.070923,0.071217,0.12,0.059706,0.060047,0.060552,5.5264,3.6173,0.17584,0.2512,0.004377,0.061017,0.064671,0.358258,0.00017913,0.071217,FORWARD_CURVE_R,2.79,4.0
34,2.176,filtered,66.71,68.11,69.58,70.21,68.46,63.89,0.059986,0.059486,0.059736,0.07156,0.071181,0.07137,0.05897,0.05875,0.059362,0.12,5.7022,3.8748,0.17584,0.25748,0.004442,0.06023,0.064221,0.358258,0.00017913,0.07137,FORWARD_CURVE_R,2.78,2.78
35,2.24,filtered,63.93,72.8,67.55,71.67,65.59,57.56,0.12,0.057872,0.088936,0.083799,0.070828,0.077314,0.059685,0.058252,0.060391,0.12,5.8781,4.0506,0.17584,0.17584,0.003605,0.060616,0.066598,0.358258,0.00017913,0.077314,FORWARD_CURVE_R,2.77,2.79
36,2.304,filtered,68.88,62.98,67.97,71.87,59.92,61.94,0.059212,0.12,0.089606,0.083756,0.083175,0.083465,0.059535,0.058184,0.12,0.12,6.0602,4.2264,0.18212,0.17584,0.003669,0.062929,0.070286,0.358258,0.00017913,0.083465,FORWARD_CURVE_R,2.76,2.79
37,2.368,filtered,64.86,68.42,64.38,69.73,73.34,62.84,0.12,0.059376,0.089688,0.083756,0.07105,0.077403,0.12,0.058917,0.057691,0.12,6.236,4.4086,0.17584,0.18212,0.003669,0.066617,0.070481,0.358258,0.00017913,0.077403,FORWARD_CURVE_R,2.78,4.0
38,2.432,filtered,69.43,67.71,64.22,68.68,62.06,75.59,0.05902,0.059625,0.059323,0.083644,0.071272,0.077458,0.12,0.059283,0.12,0.056951,6.4119,4.6598,0.17584,0.2512,0.004377,0.066104,0.070172,0.358258,0.00017913,0.077458,FORWARD_CURVE_R,2.79,4.0
39,2.496,filtered,67.13,67.77,69.09,75.48,64.7,62.99,0.059833,0.059606,0.05972,0.083613,0.071296,0.077455,0.05914,0.056986,0.12,0.12,6.5877,4.9172,0.17584,0.25748,0.004442,0.06573,0.06993,0.358258,0.00017913,0.077455,FORWARD_CURVE_R,2.74,2.78
40,2.56,filtered,60.62,61.12,66.95,69.95,59.57,76.04,0.12,0.12,0.12,0.083613,0.083722,0.083667,0.059899,0.058841,0.12,0.056805,6.7636,5.0931,0.17584,0.17584,0.003605,0.066326,0.072538,0.358258,0.00017913,0.083667,FORWARD_CURVE_R,2.78,2.8
41,2.624,filtered,64.77,66.51,65.54,69.99,69.66,64.48,0.12,0.060056,0.090028,0.095771,0.071733,0.083752,0.060408,0.058826,0.058941,0.12,6.9394,5.2689,0.17584,0.17584,0.003605,0.068934,0.074242,0.358258,0.00017913,0.083752,FORWARD_CURVE_R,2.78,2.81
42,2.688,filtered,70.29,68.58,68.81,67.06,69.93,69.74,0.058723,0.059319,0.059021,0.083515,0.071721,0.077618,0.059239,0.05986,0.058847,0.058915,7.1152,5.451,0.17584,0.18212,0.003669,0.070573,0.073097,0.358258,0.00017913,0.077618,FORWARD_CURVE_R,2.8,2.78
43,2.752,filtered,65.15,70.82,66.65,70.27,66.79,69.94,0.060551,0.058541,0.059546,0.083821,0.071504,0.077663,0.060005,0.05873,0.059956,0.058844,7.2974,5.6269,0.18212,0.17584,0.003669,0.069428,0.072378,0.358258,0.00017913,0.077663,FORWARD_CURVE_R,2.77,2.8
44,2.816,filtered,68.35,67.05,68.66,70.22,58.75,56.09,0.059402,0.059862,0.059632,0.083735,0.071555,0.077645,0.05929,0.058749,0.12,0.12,7.4732,5.809,0.17584,0.18212,0.003669,0.068709,0.071911,0.358258,0.00017913,0.077645,FORWARD_CURVE_R,2.77,2.79
45,2.88,filtered,68.63,66.73,66.8,71.66,67.8,66.71,0.0593,0.059976,0.059638,0.071595,0.059551,0.065573,0.059951,0.058256,0.059595,0.059985,7.649,5.9848,0.17584,0.17584,0.003605,0.068306,0.067327,0.358258,0.00017913,0.065573,FORWARD_CURVE_R,2.77,2.8
46,2.944,filtered,65.14,64.69,68.09,63.7,67.19,66.59,0.060556,0.12,0.090278,0.059706,0.071539,0.065623,0.059492,0.12,0.059812,0.060027,7.8249,6.167,0.17584,0.18212,0.003669,0.063658,0.064362,0.358258,0.00017913,0.065623,FORWARD_CURVE_L,4.0,2.79
47,3.008,filtered,62.49,66.95,67.82,70.82,69.41,63.9,0.12,0.059899,0.08995,0.071962,0.071655,0.071809,0.059587,0.058542,0.059028,0.12,8.0824,6.3428,0.25748,0.17584,0.004442,0.05992,0.064179,0.358258,0.00017913,0.071809,FORWARD_CURVE_R,2.77,2.79
48,3.072,filtered,65.99,70.22,60.02,72.85,64.69,68.81,0.060243,0.058746,0.059495,0.0719,0.071697,0.071798,0.12,0.057854,0.12,0.059238,8.2582,6.5186,0.17584,0.17584,0.003605,0.060575,0.064596,0.358258,0.00017913,0.071798,FORWARD_CURVE_R,2.76,4.0
49,3.136,filtered,67.61,66.01,68.89,67.94,76.03,64.03,0.059662,0.060239,0.059951,0.071952,0.071772,0.071862,0.059212,0.059546,0.056809,0.12,8.434,6.7761,0.17584,0.25748,0.004442,0.060154,0.064349,0.358258,0.00017913,0.071862,FORWARD_CURVE_R,2.79,2.78
50,3.2,filtered,71.37,65.08,70.46,73.2,64.84,69.04,0.058352,0.060577,0.059465,0.071763,0.071892,0.071827,0.058664,0.057738,0.12,0.059157,8.6099,6.952,0.17584,0.17584,0.003605,0.060744,0.064715,0.358258,0.00017913,0.071827,FORWARD_CURVE_R,2.75,2.77
51,3.264,filtered,61.15,63.08,70.03,71.14,67.08,71.64,0.12,0.12,0.12,0.083651,0.071892,0.077772,0.058813,0.058432,0.059852,0.058261,8.7857,7.1278,0.17584,0.17584,0.003605,0.06111,0.067079,0.358258,0.00017913,0.077772,FORWARD_CURVE_R,2.77,2.78
52,3.328,filtered,70.21,67.11,69.22,75.25,61.74,70.66,0.058752,0.059841,0.059297,0.071402,0.071881,0.071641,0.059094,0.057063,0.12,0.058597,8.9678,7.3036,0.18212,0.17584,0.003669,0.06341,0.066359,0.358258,0.00017913,0.071641,FORWARD_CURVE_R,2.74,2.78
53,3.392,filtered,69.14,71.52,67.94,64.43,67.89,68.12,0.059124,0.058304,0.058714,0.071178,0.071792,0.071485,0.059545,0.12,0.059563,0.059482,9.1374,7.4858,0.16956,0.18212,0.003605,0.062754,0.065882,0.358258,0.00017913,0.071485,FORWARD_CURVE_L,4.0,2.79
54,3.456,filtered,60.9,67.04,62.42,67.88,64.31,63.22,0.12,0.059867,0.089934,0.083246,0.071718,0.077482,0.12,0.059567,0.12,0.12,9.3949,7.6616,0.25748,0.17584,0.004442,0.061441,0.067187,0.358258,0.00017913,0.077482,FORWARD_CURVE_R,2.79,4.0
55,3.52,filtered,72.45,62.88,63.65,71.31,69.88,67.11,0.057987,0.12,0.088993,0.083173,0.083602,0.083388,0.12,0.058373,0.058863,0.05984,9.5707,7.9191,0.17584,0.25748,0.004442,0.062746,0.070141,0.358258,0.00017913,0.083388,FORWARD_CURVE_R,2.77,4.0
56,3.584,filtered,68.74,65.57,70.76,67.71,63.95,66.32,0.059264,0.060396,0.05983,0.071025,0.071682,0.071354,0.058562,0.059626,0.12,0.060124,9.7528,8.1703,0.18212,0.2512,0.004442,0.065699,0.067725,0.358258,0.00017913,0.071354,FORWARD_CURVE_R,2.79,2.77
57,3.648,filtered,60.29,66.63,65.24,65.73,66.92,66.32,0.12,0.060013,0.090006,0.083275,0.071716,0.077496,0.060517,0.060338,0.059907,0.060126,9.9287,8.3461,0.17584,0.17584,0.003605,0.06412,0.068912,0.358258,0.00017913,0.077496,FORWARD_CURVE_R,2.81,2.81
58,3.712,filtered,75.43,71.96,70.95,70.56,62.29,72.42,0.057003,0.058153,0.057578,0.082851,0.071686,0.077268,0.058497,0.058629,0.12,0.057998,10.1045,8.5282,0.17584,0.18212,0.003669,0.065243,0.069551,0.358258,0.00017913,0.077268,FORWARD_CURVE_R,2.77,2.77
59,3.776,filtered,60.27,71.34,64.94,66.02,68.2,65.99,0.12,0.058365,0.089182,0.082851,0.071385,0.077118,0.12,0.060235,0.059451,0.060245,10.2866,8.7041,0.18212,0.17584,0.003669,0.065882,0.069907,0.358258,0.00017913,0.077118,FORWARD_CURVE_R,2.8,4.0
60,3.84,filtered,61.89,74.62,66.83,66.42,66.74,67.77,0.12,0.057268,0.088634,0.095254,0.058839,0.077046,0.059941,0.060087,0.059974,0.059604,10.4625,8.9616,0.17584,0.25748,0.004442,0.065466,0.069615,0.358258,0.00017913,0.077046,FORWARD_CURVE_R,2.8,2.8
61,3.904,filtered,70.77,72.24,61.35,73.21,66.75,72.27,0.05856,0.05806,0.05831,0.095113,0.058372,0.076742,0.12,0.057732,0.059969,0.058048,10.6446,9.1374,0.18212,0.17584,0.003669,0.065946,0.069814,0.358258,0.00017913,0.076742,FORWARD_CURVE_R,2.75,4.0
62,3.968,filtered,60.78,69.71,61.83,65.12,73.23,62.37,0.12,0.058924,0.089462,0.095113,0.058154,0.076633,0.12,0.060563,0.057728,0.12,10.8204,9.3949,0.17584,0.25748,0.004442,0.065372,0.069406,0.358258,0.00017913,0.076633,FORWARD_CURVE_R,2.81,4.0
63,4.032,filtered,67.38,60.85,65.4,60.77,67.36,65.39,0.059744,0.12,0.089872,0.095661,0.070523,0.083092,0.060461,0.12,0.059752,0.060462,10.9963,9.6461,0.17584,0.2512,0.004377,0.065029,0.0715,0.358258,0.00017913,0.083092,FORWARD_CURVE_L,4.0,2.81
64,4.096,filtered,66.7,69.96,69.03,69.37,70.15,68.22,0.059987,0.058836,0.059411,0.083658,0.070618,0.077138,0.059162,0.059043,0.058773,0.059447,11.2538,9.8282,0.25748,0.18212,0.004506,0.066995,0.070628,0.358258,0.00017913,0.077138,FORWARD_CURVE_R,2.78,2.78
65,4.16,filtered,67.84,68.18,71.77,70.93,66.08,69.2,0.059581,0.05946,0.059521,0.071574,0.071056,0.071315,0.058217,0.058503,0.060212,0.059102,11.4296,10.004,0.17584,0.17584,0.003605,0.067024,0.068561,0.358258,0.00017913,0.071315,FORWARD_CURVE_R,2.77,2.76
66,4.224,filtered,70.51,75.63,68.97,66.53,71.64,63.6,0.058648,0.056937,0.057793,0.071592,0.070831,0.071212,0.059182,0.06005,0.058261,0.12,11.6054,10.1799,0.17584,0.17584,0.003605,0.064956,0.067198,0.358258,0.00017913,0.071212,FORWARD_CURVE_R,2.8,2.78
67,4.288,filtered,66.09,66.8,65.96,68.07,69.95,64.24,0.06021,0.059952,0.060081,0.059634,0.071037,0.065336,0.060255,0.059498,0.058842,0.12,11.7876,10.3557,0.18212,0.17584,0.003669,0.063528,0.064176,0.358258,0.00017913,0.065336,FORWARD_CURVE_R,2.79,2.81
68,4.352,filtered,66.72,70.03,70.44,70.63,71.96,67.96,0.059979,0.058814,0.059397,0.059681,0.0588,0.059241,0.058672,0.058606,0.058154,0.059539,11.9634,10.5378,0.17584,0.18212,0.003669,0.060507,0.060053,0.358258,0.00017913,0.059241,TURN_LEFT,-1.8,1.8
69,4.416,filtered,63.35,74.72,67.99,63.58,62.42,65.79,0.12,0.057235,0.088618,0.071684,0.05848,0.065082,0.059526,0.12,0.12,0.060318,11.8504,10.6509,-0.11304,0.11304,0.0,0.060053,0.061855,0.358258,0.00017913,0.065082,TURN_LEFT,-1.8,1.8
70,4.48,filtered,60.36,69.1,68.28,66.47,65.43,70.68,0.12,0.059135,0.089568,0.083768,0.058415,0.071091,0.059426,0.060071,0.060447,0.05859,11.731,10.7639,-0.11932,0.11304,-6.4e-05,0.061919,0.065205,0.358258,0.00017913,0.071091,TURN_LEFT,-1.8,1.8
71,4.544,filtered,68.36,71.53,66.31,58.09,72.62,70.66,0.059396,0.058299,0.058848,0.083917,0.058687,0.071302,0.06013,0.12,0.05793,0.058597,11.618,10.8832,-0.11304,0.11932,6.4e-05,0.065141,0.067348,0.358258,0.00017913,0.071302,TURN_LEFT,-1.8,1.8
72,4.608,filtered,68.73,62.58,73.35,61.84,71.5,68.47,0.059268,0.12,0.089634,0.083729,0.070697,0.077213,0.057688,0.12,0.05831,0.059356,11.505,10.9963,-0.11304,0.11304,0.0,0.067348,0.070882,0.358258,0.00017913,0.077213,TURN_LEFT,-1.8,1.8
73,4.672,filtered,68.56,71.31,58.56,64.59,65.86,67.16,0.059326,0.058373,0.058849,0.083598,0.070608,0.077103,0.12,0.12,0.060292,0.059825,11.3856,11.1093,-0.11932,0.11304,-6.4e-05,0.070946,0.073152,0.358258,0.00017913,0.077103,TURN_LEFT,-1.8,1.8
74,4.736,filtered,65.26,68.44,65.91,72.64,63.23,68.14,0.06051,0.059369,0.059939,0.0717,0.071035,0.071368,0.060274,0.057924,0.12,0.059475,11.2726,11.2286,-0.11304,0.11932,6.4e-05,0.073088,0.072472,0.358258,0.00017913,0.071368,TURN_LEFT,-1.8,1.8
75,4.8,filtered,64.81,64.71,70.98,61.22,64.49,69.91,0.12,0.12,0.12,0.0717,0.083208,0.077454,0.058487,0.12,0.12,0.058856,11.1596,11.3417,-0.11304,0.11304,0.0,0.072472,0.074257,0.358258,0.00017913,0.077454,TURN_LEFT,-1.8,1.8
76,4.864,filtered,69.04,65.31,64.44,66.78,63.05,67.52,0.059158,0.060493,0.059825,0.071652,0.083647,0.07765,0.12,0.059959,0.12,0.059696,11.0402,11.4547,-0.11932,0.11304,-6.4e-05,0.074321,0.075513,0.358258,0.00017913,0.07765,TURN_LEFT,-1.8,1.8
77,4.928,filtered,67.77,66.16,64.19,67.62,69.21,64.13,0.059605,0.060182,0.059893,0.07172,0.071683,0.071702,0.12,0.059658,0.059099,0.12,10.9272,11.574,-0.11304,0.11932,6.4e-05,0.075449,0.074106,0.358258,0.00017913,0.071702,FORWARD_CURVE_R,2.79,4.0
78,4.992,filtered,65.48,70.79,67.13,66.42,64.42,70.92,0.060429,0.058551,0.05949,0.07194,0.071719,0.07183,0.059834,0.06009,0.12,0.058507,11.103,11.8252,0.17584,0.2512,0.004377,0.069729,0.070482,0.358258,0.00017913,0.07183,FORWARD_CURVE_R,2.8,2.8
79,5.056,filtered,70.6,65.6,71.69,62.53,66.89,72.15,0.058617,0.060386,0.059502,0.071562,0.071922,0.071742,0.058243,0.12,0.05992,0.058088,11.2852,12.0074,0.18212,0.18212,0.003733,0.066748,0.068537,0.358258,0.00017913,0.071742,FORWARD_CURVE_L,4.0,2.76
80,5.12,filtered,64.23,71.12,60.94,68.95,67.53,63.3,0.12,0.058439,0.08922,0.071562,0.05961,0.065586,0.12,0.059189,0.059691,0.12,11.5426,12.1832,0.25748,0.17584,0.004442,0.064096,0.06463,0.358258,0.00017913,0.065586,FORWARD_CURVE_R,2.78,4.0
81,5.184,filtered,59.83,69.14,65.22,66.07,68.66,67.25,0.12,0.059124,0.089562,0.08373,0.059336,0.071533,0.060527,0.060214,0.059291,0.05979,11.7185,12.4344,0.17584,0.2512,0.004377,0.060253,0.064294,0.358258,0.00017913,0.071533,FORWARD_CURVE_R,2.8,2.81
82,5.248,filtered,65.78,71.93,67.63,68.68,71.74,70.1,0.060323,0.058165,0.059244,0.083874,0.058933,0.071403,0.059657,0.059283,0.058226,0.05879,11.8943,12.6165,0.17584,0.18212,0.003669,0.060625,0.064486,0.358258,0.00017913,0.071403,FORWARD_CURVE_R,2.79,2.79
83,5.312,filtered,69.29,70.3,67.83,66.12,61.11,74.53,0.05907,0.058719,0.058894,0.083602,0.058966,0.071284,0.059585,0.060199,0.12,0.057298,12.0764,12.7924,0.18212,0.17584,0.003669,0.060817,0.064567,0.358258,0.00017913,0.071284,FORWARD_CURVE_R,2.8,2.79
84,5.376,filtered,67.94,69.75,63.87,66.38,63.9,67.27,0.059547,0.058911,0.059229,0.083788,0.058671,0.07123,0.12,0.060105,0.12,0.059783,12.2523,12.9745,0.17584,0.18212,0.003669,0.060898,0.064599,0.358258,0.00017913,0.07123,FORWARD_CURVE_R,2.8,4.0
85,5.44,filtered,62.88,70.98,63.76,63.29,64.45,69.21,0.12,0.058485,0.089243,0.083788,0.058681,0.071234,0.12,0.12,0.12,0.059099,12.4344,13.2257,0.18212,0.2512,0.004442,0.060158,0.064126,0.358258,0.00017913,0.071234,FORWARD,4.0,4.0
86,5.504,filtered,63.31,66.83,62.74,66.37,66.38,70.18,0.12,0.059941,0.089971,0.083788,0.058844,0.071316,0.12,0.060107,0.060103,0.058761,12.6856,13.4832,0.2512,0.25748,0.005214,0.058912,0.063356,0.358258,0.00017913,0.071316,FORWARD_CURVE_R,2.8,4.0
87,5.568,filtered,70.49,69.85,66.67,70.1,68.67,67.23,0.058654,0.058876,0.058765,0.083454,0.058986,0.07122,0.059997,0.05879,0.059286,0.059798,12.8677,13.7344,0.18212,0.2512,0.004442,0.058914,0.063323,0.358258,0.00017913,0.07122,FORWARD_CURVE_R,2.78,2.8
